Review	Sentiment
odlicno veoma zadovoljan :)	1
moze to mnogo bolje... palacinke sa nutelom i javorovim sirupom a nigde ni traga ni glasa ni jednom ni drugom, burgeri okej ali bespotrebno trpanje kupusa u sve burgere no dobro	0
"madjarica - odlicna pica je bas po mom ukusu - testo savrsene debljine i hrskavo, sa lepim sirom. moglo je biti malo vise kulena.

ono sto bih pokudio jeste da dostava nije besplatna. kurir mi je naplatio redovnih 170 dinara iako je navedeno da se dostava ne naplacuje."	0
"tri sloja ukupno debljine zileta ne razumem da imaju tri sloja ""mesa/sira"" i sva tri sloja kad se saberu nisu debljine zileta. a slike su prevara, ono sto je dostavljeno ne lici ni malo na ono sto je prestavljeno.makar je stiglo na vreme. za taj novac nije ok. kolega nije stavio salatu jer je mislio da ce biti pretrpano sa tri sloja ""mesa/sira""."	0
nije lose ali nije sjajno kao inace. nesto je testo bilo cudno, pomalo zilavo.	1
.... neverovatno je da im kazete da preliju kupus salatu cili sosem kad u naponei pise bez ikakvog premaze... tri posledenje narudzbine cist bezobrazluk... nece vise ni dinara dobiti hvala lepo	0
city pizza-super! super brza dostava, odlicna hrana! samo tako nastavite...	0
hedansa sendvic kifla odlica, ukus dobar ali nista specijalno, sendvic ogroman, komotno za 2 osobe umereno gladne	1
"pizza madjarica testo savrseno,hrskavo,dostava brza(stiglo za manje od pola sata) jos je bila vruca kada su stigli i ono sto mi se najvise svidja dostavljac je nosio torbu za cuvanje toplote,,,
sve preporuke"	1
hmm... iskreno - fale ukusi. komadi piletine su preveliki i nekako su cudnog ukusa. nudle su lepe. ali definitivno fali ukus, jer je bezukusno. volela bih sitno seckanu piletinu i jace zacinjeno, i secuan treba biti vise ljut.	0
nije lose dostava stigla 10min ranije	1
razocaranje s obzirom da je taze toplo bio do sada restoran kod kog smo neuporedivo najvise narucivali hranu, teska srca moram napisati da odustajemo od vas. hrana koja je veceras stigla, kao i pre neki dan, je van komentara. vrlo dobro ste imali u vidu da smo jedan od najfrekventnijih korisnika sajta donesi.com, pa samim tim i vasih usluga, tako da sam iznenadjena da ste napravili ovako losu dostavu nekome sa kim tako dugo saradjujete. veliki pozdrav od nas !	0
medaljoni, boranija i jos ponesto tople preporuke: sve od salate, glavnog jela do lepinje sveze  i ukusno, pozamasne porcije. hvala lepo, narucicemo opet	1
"burger i pomfrit, veliki giros i palacinka nutela sve je odlicno. 
burger i veliki giros ukusni, a palacinke nutela sjajne, kao i uvek."	1
"dnevni meni: ukusno, kvalitetno, ali cesto nekompletno vise puta sam narucivao dnevni meni iz ovog restorana, najvise ocene za kvalitet i izbor hrane, kao i za brzinu dostave. 

medjutim, veoma cesto se desava da isporuka bude nekompletna, da ne isporuce hleb ili desert ili oba, zbog toga niska ocena za uslugu."	0
usluga losa nisam dobio pepsi pola litre koji sam narucio	0
bolnicka hrana poprilicno bezukusno. ni nalik kineskoj hrani.	0
uh, sjajno prvi put narucujemo od vas, ali nismo se pokajali. pica odlicna, ovaj vikend popust je savrsen, dostavljac prijatan i efikasan.	1
.... pica super., kao i pomfrit. ali pilece rolnice blagi uzas...	1
rucak za dvoje sve je bilo okej, bez zamerki.	1
treci put isto treci put sam porucio hranu, jednom je kasnila cak nekih 90 min, nema smisla, sad kasne pola sata. i svaki put poziv da nesto nema. smanjite meni ako ne mozete da ispratite a dostava 0 bodova	0
"ovo vec nema smisla.... opet stigla hladna...znaci ako hocu da jedem ledenu pizzu mogu sam da je stavim u frizider pa onda da je jedem....katastrofa! rekli da ce stici za 45min a proslo je skoro 90min....katastrofa!
da li cu ponovo naruciti...verovatno ne!!!"	0
odlicno! stigli ranije, nisu stedeli sa prilozima, a ukus odlican.	1
".... probao sam skoro pa sve sa rostilja , i mogu reci da mi se sve dopada , meso je dobrog kvaliteta , na dostavu se nikad ne ceka vise od datog vremena , cene su vise nego korektne i hrane je uvek topla kad dodje , nekada sam rostilj uglavnom uzimao iz pile&prase , medjutim def  ih menjam sa ovim rostiljom , bolje , jeftinije 
p.s. ubacite prebranac u ponudu xd"	1
"kod kuma - 3 od 5 narucili smo preko 4.5k hrane, nismo dobili nista gratis. meso je ukusno, veliki pomfrit zapravo nije veliki, neka dodatna upustva nisu pracena (trazili smo dve lepinje uz kilogram mesanog mesa, nismo dobili ali smo dobili majonez i kecap, koji smo trazili.. trazili malo tucane u jednim cevapima, dobili 12kg tucane paprike na 5 cevapa). 

sve u svemu: hrana dobra, usluga osrednja-slaba."	0
horor palacinke su kasnile 30 minuta, stigle su bez nekih od priloga i jedva mlake, a da pritom nismo ni obavesteni.	0
zilavo prilicno lose,od celog mesanog mesa,samo je kobasica bila ok,a ona je bila standardna rostiljska,ostalo  je bilo zilavo,sve u svemu bzv	0
ludilo usluga je odlicna i nije kasnila. uzeli smo karadjordjevu i 5 girosa, i bilo je veoma ukusno. nisu stedeli na dodacima i bili su veoma ljubazni.	1
"hrana kao i uvek super ali ... hrana stigla posle 15-20 minuta posle dogovorenog (60 min) i to sa uvecanim racunom. uglavnom kada sam porucivao stizalo je 20 minuta pre dogovorenog .
sto se tice racuna i kasnjenja dobio sam izvinjenje od restorana ali cu sledeci put razmisliti da li i dalje porucivati od njih .
steta zbog ovakvih propusta jer im je hrana ukusna"	0
"krilca veoma ukusna krilca, ja sam trazio sos na stranu, i svaka cast sto su ispostovali.
velika porcija, veoma bogata. 
lepinja veoma ukusna.
dostava na vreme, ljubazno osoblje. pohvala za besplatnu dostavu."	1
slucajno jela sam jednom na drugom mestu gde se prodaje pasta i bila je super misleci da je svuda manje vise isto narucim ovde 3 porcije za nas troje,reci cu samo da su sve tri zavrsile u smecu bukvalno nije bilo jestivo. prekuvano,bezukusno. ono vise ni dzabe da mi daju ne bih pojela.	0
odlicno najbolja pica u gradu, odlicna dostava	1
kapricoza je odlicna jako dobra pizza!	1
kapricoza inace su mnogmo bolji, ovaj put prosecno	1
jezivo.. ako zelite pastu koja pliva u ulju onda je ovo pravi izbor za vas.. sjajan nacin da povecate svoj holesterol za 30min. bukvalno bilo koja druga dostava paste bi bila bolji izbor od ove.	0
"steta... sis tortilja.. ukusna marinada..toplo , stiglo pre vremena ...ali sirovo

burger je bio standardno dobar kao i bilo gde drugde...
bas steta.. ukusno jeste..ali zivo mleveno meso i to mesano ili svinjsko..kako god, pa i da je govedje...ipak ne hvala! nije to tatar biftek..."	0
dobro je samo usluga je malo.. hrana je u redu, iako mislim da je vreme ds nabavite drzace za pepsi koji saljete pa onda pola nadjem u kesi u koju ubacite casu. i ono sto mi najvise smeta jeste sto od 20 puta koliko sam porucivao, npr, sto telefonom, sto preko donesi kom, samo mozda 3x dobio sve sto sam trazio. ili u palacinki nije jedan od sastojaka koje sam trazio, ili nema dva vec jedan pepsi i tako dalje. dobro je sto nikada nije ni naplaceno, ali ono..	1
extra!!! teleci kotleti na kajmaku su nesto najlepse sto sam jeo u poslednje vreme.spremljeni izvanredno. socno i nezaboravno. cena korektna. usluga brza od predvidjenog vremena. jednom recju -izvanredno !	1
prvi i sigurno ne poslednji put prvi put narucujem odavde, i imam samo pohvale, pica stigla tacno kad je najavljena, testo tanko i hrskavo kako volim, priloga sasvim dovoljno, lepo spremljeno i ukusno, tako da nemam nikakve zamerke	1
kapricoza malo kasnjenje, pored toga sve super	1
"dnevni meni + lignje narucen dnevni meni: teleca corba, pilece cufte u sosu od mirodjije, krompir pire, kupus salata, lepinjice i lignje sa pomfritom.
porcije zaista povelike, cene i vise nego pristojne. zamerka - krompir pire je bio prokisao, sto ne cudi po ovoj vrucini, ali ipak povedite racuna. sve je zaista veoma ukusno, cufte su me prijatno iznenadile. sve u svemu - evo, narucujem i danas ponovo :)"	1
ukusno ukusno i na vreme.	1
nisu ispostovali dodatna uputstva lepo sam ih zamolio da mi ne stave nista od priloga u burger osim sira (koji inace ide u njega), i hvala bogu stavili su svega i svacega.	0
kritika. napisite tacnu  cenu dostave, da bi mogli ljudi da kalkulisu koliko je dostava, ako su bas kratki sa parama i vi im lupite cenu dostave 400 dinara i sta da rade onda ?	0
odlicno sve preporuke, brzo, ukusno, ljubazno.	1
"220.00 rsd burger + pomfrit + pepsi 0.3 l/superiska! 220.00 rsd
burger + pomfrit + pepsi 0.3 l

hteo sam da slikam,ali mi je bilo zao da se ohladi,sve u svemu odlicno"	1
katastrofa! meso uopste nije bilo peceno!bez ukusa! nikad vise!	0
losa riba dobio sam polovinu susija crnih? sve sam vratio i vise nikada necu poruciti od njih	0
kao i uvek standardno dobro	1
extraaaaaa!!!! extra kao i uvek :)	0
"odlicno!!!! porucena pizza je bila diablo, vreme isporuke ispod 30 min, a ono sto je najvaznije jeste da je pizza zaista za mene jedna od najboljih koje sam jeo. 

svaka cast."	0
osecam se prevareno kada narucim avokado salatu i u njoj nema avokada, kao ni rukole, a platim je 400 dinara, osecam se prevareno. utisak ne mogu da poprave ni ostatak porudzbine koji je bio solidan, ni ljubazan dostavljac (koji je svoj baksis zasluzio).	0
dostava kasnila pica je bila prepecena i dostava je kasnila 15ak minuta. za cenu koja je placena nije losa...	1
king sendvic odlican sendvic. svez, veliki, pun!	1
"razocaran naruceno: 
pollo funghi x1
pesto x2

poslije par minuta sam pozvan i obavjesten da nema vise pesto genovese i ako moze pesto rosso kao zamjena. pristao sam naravno. medjutim, kada je stigla hrana ni pasta nije pogodjena. umjesto jednog pesta dosla je sorentina. a i taj jedan pesto rosso nije ni slican pestu. jos kao jagoda na tortu uploadujem i sliku racuna gdje se vidi u racunici da su se i sami zbunili pri prekombinovanju narudzbine."	0
sramota moram da priznam da je hrana dosta ukusna i da je stigla topla i na vreme ali velicina porcije je sramota za 700 din. pogotovo sto se osecam kao da nisam ni uzinao	0
uf polu ziva piletina(belo), vesalica ili snicla ne znam ni sama sta je ociglesdno podgrejano, kobaja daj boze da je ispravna, cini mi se da je topola vakum pakovanje ista... od svega jedino valja pomfrit, cevapi i lepinja....	0
solidno solidna hrana, dobre cene. prosirite malo izbor burgera. steta sto je dostava kasnila ali to je vec standardno u nsu.	1
"dobra skarpina riba je bila izuzetno dobra. pileci batak takodje. piletina sa kikirikijem na kineski nacin osrednjeg kvaliteta.
usluga veoma korektna."	1
"cena i kvalitet pica je bila ukusna, i cena je bila i vise nego adekvatna.
palacinke su mogle biti malo bolje, posebno za tako visoku cenu"	1
hedansa pica :) ljudi ovo je vrh :)	1
nista narocito narucili smo svinjski vrat bez priloga i hajducki raznjic sa vitaminskom salatom u somunu. i jedno i drugo je bilo suvo toliko da smo jedva gutali. ukus ok ali nista specijalno. pomfrit malo previse upio ulja, ali ukusan. somuni mekani i svezi, ali zagoreli. stiglo je na vreme, to je plus.	0
nikad gora hrana. pojeo sam jedno parce i bacio u smece.	0
nije lose :) vreme isporuke relativno ispostovano, hrana ok :)	1
odlicno odlicna pica, jos bolja cena	0
"hedansa pica 32cm standardno dobro ... pica je bogata i veoma ukusna.
odnos cena-kvalitet verovatno najbolji u nsu. i da, veliki plus za besplatnu dostavu."	1
utisak becka snicla solidna,palacinka je super...	1
fantasticno! sve za 10!	1
quattro staggione dobra pica, dobre palacinke.	1
preporuka hrana odlicna, porcije pristojne. malo im je vise trebalo da donesu ali smo dobili gratis kolacice.	1
odlicno kao i uvek extra pica, stigla na vreme, topla, ispostovani specijalni zahtevi ..	1
kasnjenje! kasnili su pola sata, na kraju nisam ni uzeo hranu.	0
.. narucila sam jedan obrok, a naplacena su mi dva, pritom naglasila bez kecapa, a dobila sa tonom. nikad vise!	0
cool sve je cool, jedino u rub bi mogao malo vise sira	1
odlicna pizza probali smo par razlicitih pizza, svaka je fantasticna! sve preporuke!	1
cemu sluze napomene? porucili smo big burger bez kecapa jer paradaiz ne smem ni da pomirisem. naravno da sam ga dobila sa kecapom. uz big burger dobijete mali pomfrit gratis - zapraco dobijete trecinu malog pomfrita,  posto smo porucili dodatno mali pomfrit pa smo mogli da uporedimo. majonez koji je takodje unet u napomenu naravno nije stigao.  cela gornja polovina zbog kecapa bacena u smece, ona druga koja je uspela da stigne hladna na pedeset stepeni napolju nije bila losa. usluga je za nulu, steta jer hrana nije losa	0
losa usluga! hrana je kasnila 15 minuta. pepsi koji smo porucile nije ni stigao, a naplacen je! na jedan kontakt telefon se niko ne javlja, a na drugi (koji je naveden na fb stranici) se javio covek koji je naglasio da je to privatan broj! vrlo,vrlo neprofesionalno i nemarno!	0
odlicno stiglo veoma brzo, lepo zapakovano i toplo :)	1
pileca muckalica, snicle, salata i slana palacinka dostava me je odusevila, postena, vratio se da vrati kusur nepaznjom dat!!! za svaku pohvalu!!! hrana preukusna vruca i velike porcije!	1
pizza brutale brutalno	1
"super! svaka cast,sve stiglo na vreme,toplo i ukusno!
ovo je bila moja prva porudzbina, sigurna sam da ce ih biti jos :)"	1
kapricoza nije najukusnija pica, al nije ni previse losa za tu cenu	1
... fine pice, stvarno niske cene	0
"pizza 4 u 1 kako nisam probao 3 vrste koje dolaze u ovoj pizzi i ne dosadi ako se jede za rucak i veceru rekoh da probam ovu pizzu i nisam se prevario. kapricoza je jedina malo cudna u poredjenju sa drugima do sad.

stigla pre vremena po obicaju"	1
katastrofalno pakovanje inace stalno narucujemo hranu od njih i nikad nije bilo problema (ukusno, toplo i sveze) ali danas su nam doneli dve poptuno ispreturane pice u raspadnutom pakovanju. cak iako im se to desilo usput slucajno, mogli su da ih vrate nazad i zamene bez da uopste i pokusavaju da nam objasne sta se desilo i kako. stvarno sramota! slika vegeterijanske pice od 30 cm govori vise od reci...	1
not biscuit from the name of this place i was expecting biscuit/cookies. but it was more kind of mousse desserts. i had to wait more than 2 hours for my delivery. and the external delivery charged as much as one dessert. the dessert was ok tasting, but not so good that i will reorder to wait another two hours.	0
razocaran :( imam dosta narudzbin au ovom restoranu,veceras narucio picu madjaricu .  da picu  koj aje prepecena korice sa strane crne tvrde ko god da je pravio vidi se da je samo ofrlje  :( uz madjaricu ide ljuta papricica koju sam uvek dobijao i kecak koji sam dobijao. ovaj put niste ni  isekili picu a imate sa cime ja nemam zato naracujem.  anci bez papricice dobro izgorelena i neisicena bez kecapa razocaran bili ste nekada super restoran :(	0
"pizza je sjajna, palacinka nikad vise pizza bianka je odlicna, testo bas kako treba, svi sastojci svezi i ukusni. redovno je narucujemo.
palacinka s druge strane je losa - eurokrem nije eurokrem vec losa zamena, visnje u njoj su pre marmelada nego visnje..."	1
odlicno! vrhunski rostilj.	1
losa usluga kurir naplacuje 150 din dostavu uz kasnjenje,jos je i poprilicno bezobrazan.hrana ok,nije kao sa slike,skroz drugacije je .	0
prvo narucivanje kapricoza je bila dobra samo sto je kasnila pola sata!	0
"kapricoza brzo, sveze, ukusno... samo da se ne pokvare :-)
 takodje, njihova pizza rukola je mozda i naj u gradu u brojnoj konkurenciji na donesi.com."	1
lose ono sto sam dobio ne odgovara porudzbini u kojoj je naglaseno sta treba da se dostavi.	0
"malo dobro, malo vise lose hrana nije bila losa generalno, i cene su skroz okej, ali par stvari nije bilo u redu. najveca zamerka ide na racun rolovanog belog mesa, pise 230gr a ono ""meso"" koje je stiglo nije imalo ni 100gr. da li je slucajna greska, ili je to standardno tako, u svakom slucaju veliki propust. druga zamerka je na to sto je vesalica, koju nisu imali samo zamenjena bez pitanja dimljenim vratom. nije mi jasno kako je prihvacena narudzbina ako im je bilo jasno da nemaju to sto smo porucili, a jos je manje kako su prosto izvrsili zamenu a nisu ni pozvali da se konsultuju za naruciocem. 
zakljucak, nije lose, ali u nekim aspektima krajnje neprofesionalno."	0
svasta ponesto lep izbor ukusne hrane. porcije su malo skromnije.	1
.... stigla je samo jedna palacinka!!!	0
pohvala!!!!!!! presavrseni ste :)	0
ocena 5/5 brzi gonzales je oduvek vazio za kvalitetan pizza servis u cacku. pizza srbijana je po mom ukusu, tanko testo i puno dodataka, puno kajmaka, kackavalja i suvog vrata, a pizza od 40cm je vise nego dovoljna za npr. jedan mladi bracni par. usluga je korektna, dostava je tacno na vreme, a uz pizzu sam dobio na poklon palacinku, na kojoj se ovom prilikom zahvaljujem.	1
"eto opet narucis , cekas 30min do 1sat preko a 5 ulica sam od njih,
narucio sam oko 15 puta, svaki put kasne, svaki drugi je izmuckano kao iz masine . mislim klopa je stvarno dobra samo usluga za te cene jako losa...."	0
sve pohvale narucivao vise od pet puta i svaki put je sve bilo odlicno.	1
fenomenalno! najbolja pica u gradu :)	1
"kasne dobili smo vreme 60 min, iako smo u blizini restorana a porucili smo vrlo frekventna jela koja 95% restorana vec imaju gotova (piletina sa indijskim orahom, piletina u slatko kiselom sosu); zvali smo da otkazemo ali su nas ubedili da ce stici za manje od sat vremena i da stave 60 min samo ""za svaki slucaj"". iako smo naglasili da necemo ako ne mogu ranije, oni su ostali pri tome da ce stici za ispod 60 min.sat vremena kasnije hrana jos nije stigla. u restoranu se izvinjavaju zbog guzve (vrlo originalno).nikad vise."	0
"razocarenje naruceno:
pileci veliki- mesa premalo, nikakav specijalni ukus
svinjski porcija- prvo bilo je malo mesa (kolicinski), drugo to nije bio giros, nego par velikih komada mesa... tortilje jedina svetla tacka.
cene generalano ok, ali za to sto dobijes, skupo."	0
"cevup ocigledno moraju da kalibriraju vagu jer 300 i 390 grama nije bas onoliko koliko smo dobili.

hrana sve u svemu nije losa ali cevapce u velikoj kifli :/"	0
"onako bacon burger odlican ukus!
uzeo sam veliki 180 g, bio je previse mali za tu cenu,
veliki treba da bude veliki, standardna kolicina mesa za burder je oko 150 grama, ovde je veliki 180 grama, pri tom nije bas jeftin.

sve ostalo je bilo super"	0
odlicna hrana, losa dostava hrana je vrhunsk, jedina zamerka koju smo imali je sto se dostava naplacuje	0
velika hedansa pizza nije bila toliko bogata kao mala hedansa ali je zadovoljavajuce. punjeni rub kao da je punjen testom :) prosli put su utisci bili bolji.	1
giros sendvic stiglo ta 25 min, pisalo za  45. prevelik sendvic, odlicno	1
prosek za cenu koju nude trebali su spakovat svez pomfrit a ne bajat i podgrevan.	0
nista posebno stigao jedan somun manje, jedna porcija pomfrita manje. urnebes odlican, luka pored cevapa nije bilo.	0
pasulj preporuka za pasulj, vrlo izdasna porcija sa dosta mesa! posni gulas i nije nesto, ocekivao sam nesto ukusnije sa toliko pecuraka i luka. ali nista sto malo pavlake ne moze da sredi, treba da razmisle o dodatku prilikom narucivanja.	1
"capricoza prvi put narucio iz pice kinga. pica je bila dobra. usluga brza i ljubazna.

za preporuku."	1
sjajno sjajno, uvek stigne toplo i pre vremena. :)	1
"bezukusno supa pileca kao neka vodica sa testeninom. paradajz corba braon boje i nekog nedefinisanog ukusa pa nismo mogli da shvatimo od cega je posto paradajza ima minimalno. sarmice sa zeljem nestane potpuno a pire ""minut"". no thanks"	0
"good place!! food is good. arrives on time. great prices.
one complaint though. they usually mix and match your order. so as long your willing to get a surprise in your box, food is great!"	0
"odlicno! svaka cast, vreme isporuke i pre vremena, a pica (srpska) vrh! 

preporucujem svima!"	1
nema tu azije prosle nedelje dosli iz azije pa narucili da se malo podsetimo, ali nista od toga. niti azije niti kulinarskog uzitka.	0
dodaci niste stavili kecap preko iako sam vam trazio	0
"utisak narucili smo:

2 x musaka od krompira
cena: 700.00 rsd
1 x posne fasirane snicle
prilog: pire
bez pecurki
cena: 300.00 rsd
zbir: 1,000.00 rsd
ukupno: 1,000.00 rsd

utisak polovican, evo i zasto:

navodim prvo dobre strane: hrana stigla na vreme, ljubazan dostavljac, lepo upakovano, kvalitetne viljuskice i nozici prilozeni, cackalica, salvete, to je sve ok.

lose strane: hrana zagorela. musaka malo manje. ali posne fasirane snicle su pregorele i nismo mogli ni da ih pojedemo. snicle su bile u kasastom obliku. pregorele snicle su zakamuflirane sa sosom od paradajza.
umesto lepinje dobili smo po 2 male kifle u hartijanoj kesi.

zbog ovih stvari, zagorele hrane cisto sumnjamo da cemo vise narucivati od ovog restorana. mozda cemo jos jednom probati da porucimo nesto cisto da vidimo da slanje pregorele hrane svojim musterijama nije pravilo.

nije poenta u tome da dostavite hranu na vreme - na ustrb kvaliteta. bolje je i da ste zakasnili pola sata, a da ste hranu pripremili kako treba (ako vam je vremena falilo). ranije smo narucivali od nekih drugih restorana i oni bi nam javili da malo kasne, ali kada dobijemo hranu mi smo zadovoljni i onda kvalitet hrane - opravda kasnjenje. 
nemojte nikada spremati hranu tako da isporucite na vreme - a na ustrb kvaliteta. prava je steta."	0
prvi i poslednji put narucili smo ombolo pileci file i pecurke, pileci file sa kulenom i lukom i ombolo sa brzo dinstanim povrcem i mocarelom, kao i dezert cokoladna teglica sa lesnicima. najbolji je bio pileci file sa kulenom i lukom, jako ukusan, a sa povrcem ne bih preporucila jer je testo bilo gnjecavo, mada je samo povrce unutra bilo odlicno. sos od 3 vrste sira nam se nije dopao, no ukusi su razliciti. dezert je bio razocaranje posto ga je bilo malo i kada pise teglica onda smo ocekivali da ce i doci u teglici a ne u plasticnoj kutijici. no sto se ukusa dezerta tice odlican je, kremast i tu nema zamerke. narucili smo male porcije i jedan je sasvim dovoljno da se bas posteno najedete. za dostavu sve najgore, kasnila je pola sata, medjutim to ne bi bio problem. problem je u tome sto iako je bio racun uznad 2000din dostava je i dalje naplacena, videla sam po komentarima da nismo jedini tako prosli. bolje neka skinu to za besplatnu dostavu preko 2000din nego da se ovako sramote. probali smo ali zbog svega navedenog nam je ovo poslednji put.	0
zaboravili pomfrit los zaboravili poslati pomfrit hrana ok ali neoprostivo da zaborave poslati naruceno i pri tome naplete sve	0
madjarica iskreno najbolja pica koju sam pojeo u poslednjih godinu dana. dostava i pre navedenog vremena.	1
:) nezamenjivi sve je preukusno. pice palacinke burgeri naj ste :))))	1
kapricioza previse vodena sa previse kecapa i pecuraka a premalo kackavalja i jos manje sunke. brzi, stigli za 20min	1
pohovana krilca dostava kasnila 45 minuta, jedna lepinja, pomfrit od jednog krompira, od kg krilaca nema ni k.. kupus salata je bila ok..	0
"odlicna kapricoza vec neko vreme narucujem u pizza king-u i kada se pogleda odnos cene i kvaliteta, definitivno imaju najbolju picu u gradu!

u glavnom brzo stigne pica,ovaj put sam cekao malo duze ali sobzirom da je stigla vruca,sve pohvale od mene.:)"	1
vegetarian pizza am...  zasto pise kukuruz, ako ne planirate da stavite ni zrno?	0
brzo i lepo :) brza dostava!  brze nego sto je predvidjeno! pica odlicna!	1
"taze toplo aka taze vrelo! poruceno:
1 x cezar salata
cena: 340.00 rsd
1 x pomfrit
cena: 120.00 rsd
1 x palacinka sunka, kackavalj, pavlaka
cena: 150.00 rsd
zbir: 610.00 rsd
ukupno: 610.00 rsd

*doslo jako brzo (svega 20min) od mogucih 60min.
*hrana vrela
*hrana odgovara opisu
*cene su jako korektne, govorim na osnovu cena prema konkurenciji
preporuka!"	1
obrok salate porucili smo dve obrok salate i porodicnu picu. hrana je stigla pre naznacenog vremena, po najvacem pljusku, topla i preukusna! sve pohvale i sve preporuke!	1
vrlo los susi! da li zbog toga sto su bili praznici, ali u svakom slucaju kvalitet ribe je nedopustiv.	0
uzaaaas ne znam sta je ukusno. da li meso koje je uzas, pohovanji kackavalj kog skoro nema, ili gorgonzole koje nema? skroz suvo i bezukusno.	0
cezar salata nesto najodvraatnije sto sam jela. pa bolje da sam tih 500 dinara bacila na pod ili iscepala. to je preslana piletina sa gomilom ofucane zelene salate. uzas. takodje, dostava je kasnila 15 minuta, nista posebno ali opet.	0
standardno dobro cenakvalitet odnos najbolji u gradu. uvek brza dostava.	1
"hmm nakon 100min su stigli nakon shto sam zvao da otkazhem i da legnem u krevet gladan...

nije loshe, ali obzirom da zhivim na 15ak min od njih stvarno nije vredno tolikog chekanja"	0
rferf svaki dan narucujem giros ali nekoliko puta mi je stigao tako slan da se ne moze jesti inace je sve ok	0
good large pizza it is as advertised.  nothing more, nothing less.	0
"slabo ranije su u ""pasulj sa kobasicom"" stavljali kobasicu, sad ima 3 kriske kobasice unutra (tj dobijes pasulj bez kobasice).. prevara. 

narucivao sam redovno, ali ocigledno neko vodi solidno tupavu politiku.

dovidjenja"	0
jako ste losi recicu ok za uslugu bilo je cekanja ali hajde da zanemarimo jer je porudzbina bila u 00.30 ali ukus uzas uzas ne bi dala preporuku zaista	0
pizza special bas dobro!	1
"nikako narucila sam ""piletinu sa kikirikijem""
(piletina,paprika,sargarepa,tikvice,kikiriki,pirinac sa kukuruzom,lepinja).
ono sto sam dobila pojma nemam sta je bilo,na racunu je pisalo piletina u sosu-sampinjoni. bila je neka piletina u nekom sosu, od svih navedenih sastojaka ja sam uspela da razaznam piletinu i tikvice u nekom sosu. ni traga od pirinca sa kukuruzom, kikirikija... jos mi je naplaceno i 70 din vise. nasla sam broj i zvala restoran,devojka koja se javila mi je rekla da nisu pogresili sto se tice porudzbine nego nisu jos javili donesi.com da to sto sam ja narucila vise nije na meniju pa su mi eto poslali nesto slicno... da ne duzim, ja sam prosto sokirana...dugo i relativno cesto koristim ovaj sajt i jos mi se tako nesto nije desilo..."	0
madjarica pica je stigla za manje od pola sata, topla, ukusna ali stedite na kecapu :)	1
compass tost je okej, kao i palacinke i slane i slatke, mada su veoma male, ali nisu ni skupe. nisu imali visnje, tako da je isla jedna gratis, sto je i u redu s obzirom da je pisalo 30 minuta, a vreme isporuke je bilo oko sat vremena.	0
odlicno hrana ukusna, cijene realne, dostava za 15 min stigla.. za prvi put sve je odlicno	1
restoran hedansa bili bi vam zahvalni kada bi sledeci put dobili hranu koju smo porucili,tacnije dodatak koji je naplacen a nije poslat ili doneses. nema smisli stvarno.nadamo se da ce ovo biti preneseno restoranu,da im se skrene paznja.	0
"giros, maksima gorkog porucena giros porcija x 2,  opis giros porcije na sajtu ..2 girosa u paketu....

ono sto je isporuceno lici na 2 gorosa a ne na 4 .....

necemo vise porucivati kod njih svakako...."	0
odlicna :) narucili smo porodicnu kapricozu.pre vreme je stigao i bio je jako-jako fino.bili smo zadovoljni.sigurno cemo naruciti ponovo iz ovog restorana :)	1
"veoma dobro porucile smo punjene paprike sa pireom i pekarski krompir sa kobasicom. sve je bilo super, jedino mozda da je pekarski malkice manje mastan, ali dobro. 

stiglo je za tacno sezdeset minuta, koliko je i najavljeno."	1
odlicno brzo, sveze i ukusno.	1
losa pica jako losa pica ovaj put, prosto ne znam otkada se na picu ne stavlja pelat kao podloga....	0
zadovoljavajuce :) hrana je stigla i pre naznacenog vremena. dostavljac kulturan i fin muskarac. porucila sam svinjske medaljone sa pecurkama. jako lepo  samo se bas puno osecaju pecurke i to je jedina zamerka ... pozdrav	1
najbolja dostava hrana je izvanredna, cene pristupacne, brzi su i prijatni, i savrseni za dane kada nemam vremena da kuvam.	1
uzas!!!!! nikad vise!!! meso je ocajno, palacinka je hladna tvrda, nuteli ni traga, a plazma je neka modifikovana, sa ukusom turskog keksa najgoreg!!!!!!! uzas!!!!!!!!!!!!!	0
"sta reci nedovoljno peceno testo, pelat se jedva oseca, nema feferona na ""madjarici"", rub jedva punjen sirom. dostava na vreme. prvi i zadnji put naruceno."	0
odlicno brza dostava, odlicna hrana.	1
pizza pica je bila skroz, ali skroz hladna. ukus nije los, ali smo mlaka da je makar bila ovako lose...	0
"hedansa pica porucena istoimena pica je brutalna!!! prvi put sam narucio kod vas, i sve je odlicno. kvalitetne namirnice stavljene na picu i ispostovana moja zelja da se stave i feferoni. posebno sam zadovoljan asortimanom pica. ko kod vas ne pronadje sta bi jeo taj i nije neki gurman. :) kum i ja smo se pomucili sa velikom picom. sledeca nam je na meti ova sa morskim plodovima. 
sve pohvale i preporuke. dostava stigla 15 min ranije"	1
quattro stagioni izvanredno. stigla 10 min ranije.	1
sramota nismo doziveli neprijatniju,ni gluplju situaciju do sada.porudzbina prihvacena u 22:30h sa rokom isporuke od 2 sata za dve palacinke i dva zita nije dostavljena.dva puta su se javili na telefon,treci put su prestali.nula od usluge realna i veoma negativna.	0
solidno solidna hrana i brza dostava	1
ok! nije lose,nije lose :)	1
